Lat,Lon
32.7235109552936,94.24943535496573
69.71750294567889,90.57676735815818
68.7067427452568,143.8253749229819
54.901244938636,103.45883693462842
32.52480178014473,71.48455110731479
55.25200160784769,58.09089307795679
35.380227254930816,129.57992597922367
32.97982325394948,74.67014287910463
48.96381630723625,22.790997575170167
65.2993778274023,120.56630209243528
64.07174682672274,108.67505933558161
34.12420942035487,117.11032108081066
29.05720585619663,61.78666089256724
45.46710109100471,-7.852007009665579
68.31347300525292,155.3355186404301
68.70410823846493,68.58765310059952
60.30047282283641,118.78579957700126
25.573698326256192,59.28539659922471
71.96253999981165,119.01355693770898
57.627133576115305,27.626966582460767
65.92041048576638,145.11975976055072
67.55636455880563,51.11578329101279
67.1641142729905,75.58184741200562
62.974174553370744,40.40410974634307
19.390751554569214,43.21594044112037
56.51746787000098,129.73009568312878
61.74607670269784,90.00943373106578
31.467049407145687,111.55641375552013
70.69834445647092,24.851885094060172
61.2954174380919,140.85405438296806
30.42411751161724,61.91816333807202
47.23292185191582,38.98684440990681
40.45536701144204,12.01610165052947
48.88997713684616,136.8967620371722
23.769611804267633,45.39161238159504
63.60053482020597,109.69576985365086
52.74311255138287,76.40731847230643
33.52201661708055,115.42413440600683
37.576840939855686,43.68684514001579
46.811451091714815,140.61973778151787
62.35232937557866,63.232153978501685
57.80681734728152,24.926277241519607
71.34135815366535,123.17253128087307
52.638822909707194,25.551429499670263
31.125672975628333,90.83521942220415
70.96322494168362,26.806059077403127
44.019945163199836,51.48299683178075
50.02842299400792,31.27084314625732
67.23540926366474,132.42772913082092
62.29335124215355,161.8698642802511
60.66473150504519,113.42698067254436
58.814743672962194,50.591546807109715
59.866301602179945,142.76330326855833
67.76381099438785,177.29289390452084
61.03029330535214,63.66612873715188
66.24840001751141,108.1792198647551
61.73365003992554,51.922013016031876
31.496644076623497,112.30514104515147
33.292132766266604,71.60029867971072
44.2584218157321,10.536131336659741
26.82859542383694,89.52988880568252
46.63412593794663,73.37378439797344
67.5215562548702,114.11116802677239
39.07238450390535,40.680546443876075
66.34087061099069,135.14487138405534
25.855596312409244,55.94032540164625
40.91393617121672,25.708812937213686
25.995546597141274,102.61504547442694
32.48847134231369,53.34358614928424
44.08384986374368,63.6213538535347
26.16574796850185,73.38875183253278
62.9183394736622,9.11601083121583
71.57042031528178,151.8967406296615
12.119172711017868,76.96127255595715
34.13220826813405,78.10344915142181
42.43745067840732,0.6169053898700874
72.43393787297079,137.33896117435017
66.78940851716604,18.87922905865863
51.71220062175839,142.92026930200709
77.43269081599107,125.31127238497788
61.36252951117161,103.53798918870456
45.44785429586787,16.21664896134952
39.59044069266228,50.4408055626861
75.09783201537313,92.41148780443378
47.68630699814091,45.292209279106885
68.24684826154133,31.29233022749264
28.129728159782193,37.706479505342045
52.433264971428116,60.51157665289415
75.6686166643353,130.74877963297072
42.07146492386251,76.8296169518663
51.032748423212524,93.30995890552046
30.808015748777827,100.06875391994434
61.77136354455798,75.03845374925713
42.29209852793983,62.747020923928574
41.57929207827772,2.1015566343143064
65.99788999132704,78.57256862005913
42.97207851537311,79.7599079124535
25.03665739244242,91.98665129217576
66.04466205353611,103.51494651321433
51.602799585947615,20.801966953186238
